,size,Diptera (D),Coleoptera (C),Lepidoptera (L),Hemiptera (H),Ephemeroptera(E),Hymenoptera (HY),Trichoptera (T),Psocodea(PS),Plecoptera (P),Megaloptera (M),Blattodea (B),Mecoptera (ME),Neuroptera(N),Orthoptera(O),Odonata(OD),Dermaptera (DE),Non-insect (*),Unidentifiable,notes,,totals by order,,total total
Z3-1.0716.1013,M,3,4,6,,,,,,,,,,,,,,,,,,,,
Z3-1.0716.1013,G,,,2,,,,,,,,,,,,,,,,,,,,
Z3-1.0716.0828,E,,,,,,,,,,,,,,,,,,,,,,,
Z3-2.0716.0938,S,2,2,,1,,,1,,,,,,,,,,,,,,,,
Z3-2.0716.0938,M,1,2,2,,,,,,,,,,,,,,,,,,,,
Z3-2.0716.0938,L,,,2,,,,,,,,,,,,,,,,,,,,
Z3-2.0716.0938,G,,1,,,,,,,,,,,,,,,,,,,,,
Z3-3.0716.0833,S,2,,,,,2,,,,,,,,,,,,,,,,,
Z3-1.0716.0928,S,5,3,,1,,,,,,,,,,,,,,,,,,,
Z3-1.0716.0928,M,,3,2,1,,1,,,,,,,,,,,,,,,,,
Z3-1.0716.0928,L,,,1,1,,,,,,,,,,,,,,,,,,,
Z3-1.0716.0958,S,,2,1,1,,5,,,,,,,,,,,1,,arachnid,,,,
Z3-1.0716.0958,M,,2,4,1,,,,,,,,,,,,,,,,,,,
Z3-1.0716.0958,L,,1,,,,,,,,,,,,,,,,,,,,,
Z3-2.0716.1008,S,4,,,2,,,,,,,,,,,,,,,bag torn,,,,
Z3-2.0716.1008,M,,1,4,,,,,,,,,,,,,,,,bag torn,,,,
Z3-3.0716.0903,S,2,3,1,1,1,1,,,,,,,,,,,,,,,,,
Z3-3.0716.0903,M,,4,2,,,,,,,,,,,,,,,,,,,,
W3-3.0711.0951,S,3,2,1,,,1,,,,,,,,,,,,,,,,,
W3-3.0711.0951,M,,,2,,,,,,,,,,,,,,,,,,,,
W3-3.0711.0951,G,1,,,,,,,,,,,,,,,,,,,,,,
W2-3.0711.0821,E,,,,,,,,,,,,,,,,,,,,,,,
W2-3.0711.0936,S,,1,1,,,,,,,,,,,,,,,,,,,,
W2-3.0711.0936,M,,1,1,,,,1,,,,,,,,,,,,,,,,
W2-2.0711.1011,S,,,,,,1,,,,,,,,,,,,,,,,,
W2-2.0711.1011,M,,,1,,,,,,,,,,,,,,,,,,,,
W2-3.0711.0951,S,1,1,,,,,,,,,,,,,,,,,,,,,
S1-1.0714.0929,S,13,3,,2,,4,,,,,,,,,,,,,,,,,
S1-1.0714.0929,M,,1,,,,1,,,,,,,,,,,,,,,,,
S1-2.0714.0909,S,3,,,,,2,,,,,,,,,,,,,,,,,
S1-2.0714.0909,M,,2,,,,,,,,,,,,,,,,,,,,,
W2-3.0718.1001,S,15,,,,,,,,,,,,,,,,,,,,,,
W1-3.0718.0916,S,25,,1,,,,,,,,,,,,,,,,,,,,
W1-3.0718.0916,M,,1,,,,,,,,,,,,,,,,,,,,,
W2-1.0718.1011,S,5,1,1,,,,,,,,,,,,,,,,,,,,
W2-1.0718.1011,M,,1,2,,,,,,,,,,,,,,,,,,,,
W2-1.0718.1011,L,,,1,,,,,,,,,,,,,,,,,,,,
W2-1.0718.1011,G,,1,,,,,,,,,,,,,,,,,,,,,
Z2-1.0716.0928,S,,,1,5,,1,,,,,,,,,,,,,,,,,
Z2-1.0716.0928,M,,3,10,1,,,,,,,,,,,,,,,,,,,
Z2-1.0716.0943,S,4,,,2,,1,,,,,,,,,,,,,,,,,
Z2-1.0716.0943,M,,,7,,,,,,,,,,,,,,,,,,,,
Z2-1.0716.0913,S,2,3,1,2,,2,,,,,,,,,,,,,,,,,
Z2-1.0716.0913,M,,2,1,,,,,,,,,,,,,,,,,,,,
Z2-1.0716.0913,L,,,,,,1,,,,,,,,,,,,,,,,,
Z2-2.0716.0938,S,4,,,1,,,,,,,,,,,,,,,,,,,
Z2-2.0716.0938,M,,1,7,,,1,,,,,,,,,,,,,,,,,
Z2-3.0716.0918,S,4,2,,2,,4,,,,,,,,,,,,,,,,,
Z2-3.0716.0918,M,,1,13,,,,,,,,,,,,,,,,,,,,
Z2-3.0716.0918,L,,2,,,,,,,,,,,,,,,,,,,,,
Z2-1.0716.0858,S,1,,1,2,,1,,,,,,,,,,,,,,,,,
Z2-1.0716.0858,M,,1,,,,,,,,,,,,,,,,,,,,,
Z2-1.0716.0858,L,,1,,,,,,,,,,,,,,,,,,,,,
Z2-3.0716.0903,S,3,2,2,8,,3,,,,,,,,,,,,,,,,,
Z2-3.0716.0903,M,,,4,,,,,,,,,,,,,,,,,,,,
Z2-3.0716.0903,L,,1,,,,,,,,,,,,,,,,,,,,,
Z2-3.0716.0903,G,,1,,,,,,,,,,,,,,,,,,,,,
Z2-3.0716.1003,S,3,2,1,2,,3,,,,,,,,,,,,,,,,,
Z2-3.0716.1003,M,,,15,,,2,,,,,,,,,,,,,,,,,
Z2-3.0716.1003,L,,,1,,,1,,,,,,,,,,,,,,,,,
W3-2.0718.1006,S,10,,,,,,,,,,,,,,,,,,,,,,
W3-2.0718.1006,M,1,,,,,,,,,,,,,,,,,,,,,,
W1-1.0718.1011,S,13,,,,,3,,,,,,,,,,,,,,,,,
W1-1.0718.1011,L,,,1,,,,,,,,,,,,,,,,,,,,
W1-2.0718.1006,S,8,,2,,,,,,,,,,,,,,,,,,,,
W1-2.0718.1006,M,1,,3,,,,,,,,,,,,,,,,,,,,
W2-1.0718.0926,S,4,,,,,,,,,,,,,,,,,,,,,,
W2-1.0718.0926,M,,2,1,,,,,,,,,,,,,,,,,,,,
W1-3.0718.1001,S,12,,1,,,1,,,,,,,,,,,,,,,,,
W1-3.0718.1001,M,2,,1,,,,,,,,,,,,,,,,,,,,
W3-3.0718.0946,S,12,,,,,,,,,,,,,,,,,,,,,,
W3-3.0718.0946,M,1,,,,,1,,,,,,,,,,,,,,,,,
W2-2.0718.0851,S,6,,,,,,,,,,,,,,,,,,,,,,
W2-2.0718.0851,M,,1,,,,,,,,,,,,,,,,,,,,,
W2-3.0718.0916,S,12,1,,,,,,,,,,,,,,,,,,,,,
W2-3.0718.0916,M,1,,1,,,1,,,,,,,,,,,,,,,,,
W1-3.0718.0901,S,11,1,,1,,,,,,,,,,,,,,,,,,,
W1-3.0718.0901,M,,1,,,,,,,,,,,,,,,,,,,,,
W1-1.0718.0841,S,,,,1,,,,,,,,,,,,,,,,,,,
W1-1.0718.0841,L,,1,,,,,,,,,,,,,,,,,,,,,
W1-3.0718.0931,S,12,,2,1,,,,,,,,,,,,,,,,,,,
W1-3.0718.0931,M,1,,2,,,1,,,,,,,,,,,,,,,,,
W1-3.0718.0931,L,,,1,,,,,,,,,,,,,,,,,,,,
W1-2.0718.0836,E,,,,,,,,,,,,,,,,,,,,,,,
W2-3.0718.0946,S,9,,,2,,1,,,,,,,,,,,,,,,,,
W2-3.0718.0946,M,,,1,,,,,,,,,,,,,,,,,,,,
W1-2.0718.0906,S,1,1,,1,,1,,,,,,,,,,,,,,,,,
W1-2.0718.0906,M,2,1,,,,,,,,,,,,,,,,,,,,,
W2-2.0718.0906,S,5,,,,,,,,,,,,,,,,,,,,,,
W2-2.0718.0906,M,1,,,,,,,,,,,,,,,,,,,,,,
W2-1.0718.0956,S,1,,,,,,,,,,,,,,,,,,,,,,
W1-2.0718.0821,S,,,,1,,,,,,,,,,,,,,,,,,,
W1-2.0718.0821,M,,1,,,,,,,,,,,,,,,,,,,,,
W1-3.0718.0946,S,12,,,1,,,,,,,,,,,,,,,,,,,
W1-2.0718.0921,S,8,4,3,2,,,,,,,,,,,,,,,,,,,
W1-2.0718.0921,M,,1,1,,,,,,,,,,,,,,,,,,,,
W1-2.0718.0921,L,,,1,,,,,,,,,,,,,,,,,,,,
W1-3.0718.0831,E,,,,,,,,,,,,,,,,,,,,,,,
W1-1.0718.0856,S,7,1,,,,1,,,,,,,,,,,,,,,,,
W1-1.0718.0856,M,1,,,1,,,,,,,,,,,,,,,,,,,
W1-1.0718.0826,L,,1,,,,,,,,,,,,,,,,,,,,,
W1-1.0718.0956,S,29,3,,,,1,1,,,,,,,,,,,,,,,,
W1-1.0718.0956,M,1,1,1,,,,2,,,,,,,,,,,,,,,,
W1-1.0718.0926,S,15,2,,,,1,,,,,,,,,,,,,,,,,
W1-1.0718.0926,M,5,,1,1,,1,1,,,,,,,,,,,,,,,,
W1-1.0718.0926,L,,,2,,,,,,,,,,,,,,,,,,,,
Z2-2.0716.0908,S,11,,,2,,1,,,,,,,,,,,,,,,,,
Z2-2.0716.0908,M,,2,5,,,1,1,,,,,,,,,,,,,,,,
Z2-3.0716.0848,S,1,,,,,1,,,,,,,,,,,,,,,,,
Z2-3.0716.0848,M,,2,1,,,,,,,,,,,,,,,,,,,,
Z2-3.0716.0848,L,,1,,,,,,,,,,,,,,,,,,,,,
Z2-2.0716.0838,S,2,,,1,,,,,,,,,,,,,,,,,,,
Z2-2.0716.0838,L,,1,,,,,,,,,,,,,,,,,,,,,
Z2-1.0716.0828,S,2,,,2,,,,,,,,,,,,,,,,,,,
Z2-3.0716.0833,S,3,1,,3,,,,,,,,,,,,,,,,,,,
Z2-1.0716.0843,S,2,1,,3,,,,,,,,,,,,,,,,,,,
Z2-1.0716.0843,M,,6,,,,,,,,,,,,,,,,,,,,,
Z2-1.0716.0843,L,,1,,,,,,,,,,,,,,,,,,,,,
Z2-2.0716.0923,S,6,2,,2,,,,,,,,,,,,,,,,,,,
Z2-2.0716.0923,M,,,3,,,1,,,,,,,,,,,,,,,,,
Z1-3.0721.0914,S,113,36,1,,1,5,6,,,,,,,,,,,,,,,,
Z1-3.0721.0914,M,4,,,,,,,,,,,,,,,,,,,,,,
Z2-3.0721.0814,S,,1,,,,,,,,,,,,,,,,,,,,,
Z3-3.0721.0959,S,12,,1,,,,1,,,,,,,,,,1,,,,,,
Z3-3.0721.0959,M,4,,1,,,,,,,,,,,,,,,,,,,,
Z3-2.0721.0949,S,8,,,,,1,,,,,,,,,,,,,,,,,
Z3-2.0721.1004,S,3,1,,,,,,,,,,,,,,,,,,,,,
Z3-2.0721.1004,M,4,,,,,,,,,,,,,,,,,,,,,,
W1-2.0718.0851,S,7,1,1,2,,,,,,,,,,,,,,,,,,,
W1-2.0718.0851,L,,,1,,,,,,,,,,,,,,,,,,,,
W1-2.0718.0936,S,12,2,,,,,,,,,,,,,,,,,,,,,
W1-2.0718.0936,M,,1,7,,,,,,,,,,,,,,,,,,,,
W1-2.0718.0936,L,,1,,,,,,,,,,,,,,,,,,,,,
W3-1.0718.0956,S,3,,,,,,,,,,,,,,,,,,,,,,
W3-1.0718.0956,M,,1,2,,,,,,,,,,,,,,,,,,,,
W3-1.0718.0826,E,,,,,,,,,,,,,,,,,,,,,,,
W2-2.0718.0836,E,,,,,,,,,,,,,,,,,,,,,,,
Z1-3.0721.0814,S,3,,,,,,,,,,,,,,,,,,,,,,
Z3-3.0721.0814,S,,2,,1,,,,,,,,,,,,,,,,,,,
Z1-2.0721.0834,S,2,,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.0839,S,1,,,,,,,,,,,,,,,,,,,,,,
Z1-3.0721.0829,S,12,1,,,,,,2,,,,,,,,,,,,,,,
Z1-3.0721.0959,S,20,11,,,,,,,,,,,,,,,,,,,,,
Z1-3.0721.0959,M,1,,,1,,,,,,,,,,,,,,,,,,,
W3-3.0718.0831,E,,,,,,,,,,,,,,,,,,,,,,,
Z1-2.0721.0919,S,23,11,,,73,,2,,,,,,,,,,,,,,,,
Z1-2.0721.0919,M,,2,2,,,,,,,,,,,,,,,,,,,,
W2-1.0718.0841,S,1,,,,,,,,,,,,,,,,,,,,,,
W2-1.0718.0841,M,,1,,,,,,,,,,,,,,,,,,,,,
W2-2.0718.1006,S,9,,1,,,1,,,,,,,,,,,,,,,,,
W3-1.0718.0841,S,,,,,,,,,,,,,,,,,2,,springtail ,,,,
W3-1.0718.1011,S,3,,,1,,1,,,,,,,,,,,,,,,,,
W3-1.0718.1011,M,,,1,,,,,,,,,,,,,,,,,,,,
Z1-2.0721.1004,S,59,9,1,,,,3,,,,,,,,,,,,,,,,
Z1-2.0721.1004,M,2,,,,,,1,,,,,,,,,,,,,,,,
W3-3.0718.0901,S,4,,1,,,,,,,,,,,,,,,,,,,,
W3-3.0718.0901,M,1,,1,,,,,,,,,,,,,,,,,,,,
W3-2.0718.0851,S,2,,,,,,,,,,,,,,,,,,,,,,
W3-2.0718.0851,M,,,1,,,,,,,,,,,,,,,,,,,,
W2-3.0718.0831,S,2,1,,,,,,,,,,,,,,,,,,,,,
W3-1.0718.0941,S,4,,,,,,,,,,,,,,,,,,,,,,
W3-1.0718.0941,M,1,,,,,,,,,,,,,,,,,,,,,,
W3-3.0718.0846,M,,2,,,,,,,,,,,,,,,,,,,,,
W3-2.0718.0936,S,14,1,,,,,,,,,,,,,,,,,,,,,
W3-2.0718.0936,M,1,,1,,,,,,,,,,,,,,,,,,,,
W3-3.0718.0931,S,7,,2,1,,1,,,,,,,,,,,,,,,,,
W3-3.0718.0931,M,1,1,1,,,,,,,,,,,,,,,,,,,,
W2-2.0718.0951,S,15,,1,,,1,,,,,,,,,,,,,,,,,
W2-2.0718.0951,M,,2,,,,,,,,,,,,,,,,,,,,,
W3-1.0718.0911,S,1,,,1,,,,,,,,,,,,,,,,,,,
W3-3.0718.0916,S,5,,,,,,,,,,,,,,,,,,,,,,
W3-3.0718.0916,M,,2,,,,,,,,,,,,,,,,,,,,,
W3-3.0718.0916,L,,,2,,,,,,,,,,,,,,,,,,,,
W2-2.0718.0936,S,7,,,,,,,,,,,,,,,,,,,,,,
W2-2.0718.0936,M,,,1,,,,,,,,1,,,,,,,,,,,,
W2-2.0718.0936,L,,,,,,1,,,,,,,,,,,,,,,,,
Z3-2.0721.0819,E,,,,,,,,,,,,,,,,,,,,,,,
W1-3.0718.0816,E,,,,,,,,,,,,,,,,,,,,,,,
W3-1.0718.0856,E,,,,,,,,,,,,,,,,,,,,,,,
W3-2.0718.0821,E,,,,,,,,,,,,,,,,,,,,,,,
W3-2.0718.0816,E,,,,,,,,,,,,,,,,,,,,,,,
W2-1.0718.0826,E,,,,,,,,,,,,,,,,,,,,,,,
W3-2.0718.0836,E,,,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.0824,L,,1,,,,,,,,,,,,,,,,,,,,,
Z3-3.0721.0914,S,6,,,,,,,,,,,,,,,,,,,,,,
Z3-3.0721.0914,M,2,,,,,,,,,,,,,,,,,,,,,,
Z1-3.0721.0944,S,86,18,,,1,,,,,,,,,,,,,,,,,,
Z1-3.0721.0944,M,1,,,,,,4,,,,,,,,,,,,,,,,
Z3-2.0721.0849,S,2,,,,,,,,,,,,,,,,,,,,,,
Z3-2.0721.0919,S,7,,,,,,,,,,,,,,,,,,,,,,
Z3-2.0721.0919,M,2,1,1,,,,,,,,,,,,,,,,,,,,
Z2-1.0721.0909,S,15,,,,,,,,,,,,,,,,,,,,,,
W1-1.0718.0911,S,10,2,1,2,,3,,,,,,,,,,,,,,,,,
W1-1.0718.0911,M,2,1,,,,2,,,,,,,,,,,,,,,,,
W2-2.0718.0921,S,10,3,,,,,,,,,,,,,,,,,,,,,
W2-3.0718.0901,S,5,,,,,,,,,,,,,,,,,,,,,,
Z2-2.0721.0849,S,2,,,,,,,,,,,,,,,,,,,,,,
Z2-2.0721.0949,S,4,,1,,,1,,,,,,,,,,,,,,,,,
Z2-2.0721.0949,M,,,1,,,,,,,,,,,,,,,,,,,,
Z2-2.0721.0919,S,5,,,,,1,,,,,,,,,,,,,,,,,
Z2-2.0721.0919,M,,,1,,,,,,,,,,,,,,,,,,,,
W2-3.0718.0846,S,2,1,,1,,,,,,,,,,,,,,,,,,,
Z2-1.0721.0824,E,,,,,,,,,,,,,,,,,,,,,,,
W2-3.0718.0816,E,,,,,,,,,,,,,,,,,,,,,,,
Z1-3.0721.0859,S,40,8,,2,,1,1,,,,,,,,,,,,,,,,
Z2-2.0721.0834,S,,1,,,,,,,,,,,,,,,,,,,,,
Z2-2.0721.0834,M,,1,,,,,,,,,,,,,,,,,,,,,
Z2-3.0721.0859,S,2,,,,,,,,,,,,,,,,,,,,,,
Z2-3.0721.0859,L,,1,,,,,,,,,,,,,,,,,,,,,
Z2-1.0721.0924,S,5,,,1,,,,,,,,,,,,,,,,,,,
Z2-3.0721.0929,S,2,,,,,1,,,,,,,,,,,,,,,,,
Z2-2.0721.0904,S,3,,,,,1,,,,,,,,,,,,,,,,,
Z2-2.0721.0934,S,8,,1,,,1,,,,,,,,,,,,,,,,,
Z2-2.0721.0934,M,,1,1,,,,,,,,,,,,,,,,,,,,
Z2-1.0721.0954,S,11,,,,,,,,,,,,,,,,,,,,,,
Z2-1.0721.0954,M,2,,1,,,,,,,,,,,,,,,,,,,,
Z2-2.0721.0819,S,,,,1,,,,,,,,,,,,,,,,,,,
W2-2.0718.0821,E,,,,,,,,,,,,,,,,,,,,,,,
Z2-3.0721.0829,S,,,1,,,,,,,,,,,,,,,,,,,,
W2-1.0718.0941,S,3,,2,,,,,,,,,,,,,,,,,,,,
W2-1.0718.0941,M,,,,,,1,,,,,1,,,,,,,,,,,,
W2-1.0718.0941,L,,,1,,,,,,,,,,,,,,,,,,,,
W2-3.0718.0931,S,2,,,13,,,,,,,,,,,,,,,,,,,
W2-3.0718.0931,M,,1,1,,,,,,,,,,,,,,,,,,,,
S2-1.0714.1014,S,18,,,1,,1,,,,,,,,,,,,,,,,,
S2-1.0714.1014,M,,,2,,,,,,,,,,,,,,,,,,,,
S2-1.0714.1014,G,,,,,,,,,,,,,1,,,,,,,,,,
W1-2.0718.0951,S,12,2,,,,,1,,,,,,,,,,1,,,,,,
W1-2.0718.0951,M,3,,2,,,,,,,,,,,,,,,,,,,,
W3-2.0718.0921,S,9,,,,,,,,,,,,,,,,,,,,,,
W3-3.0718.1001,S,5,,,1,,,,,,,,,,,,,,,,,,,
W3-3.0718.1001,M,,,2,,,,,,,,,,,,,,,,,,,,
W3-3.0718.1001,L,,1,1,,,,,,,,,,,,,,,,,,,,
W1-1.0718.0941,S,25,6,,,,,,,,,,,,,,,,,,,,,
W1-1.0718.0941,M,1,,,,,,,,,,,,,,,,,,,,,,
W2-1.0718.0856,S,3,1,,,,,,,,,,,,,,,,,,,,,
W2-1.0718.0856,M,,,1,,,,,,,,,,,,,,,,,,,,
W1-3.0718.0846,S,2,,,1,,,,,,,,,,,,,,,,,,,
W1-3.0718.0846,M,,2,,,,,,,,,,,,,,,,,,,,,
W3-2.0718.0906,S,5,,,,,,,,,,,,,,,,,,,,,,
W3-2.0718.0951,S,14,1,,2,,1,,,,,,,,,,,,,,,,,
W3-2.0718.0951,M,2,,,,,,,,,,,,,,,,,,,,,,
W3-1.0718.0926,S,4,,,,,,,,,,,,,,,,,,,,,,
W3-1.0718.0926,M,1,,,,,,,,,,,,,,,,,,,,,,
W2-1.0718.0911,S,4,,,1,,,,,,,,,,,,,,,,,,,
Z2-1.0721.1009,S,22,,,,,,,,,,,,,,,,,,,,,,
Z2-3.0721.0959,S,17,1,,,,1,,,,,,,,,,,,,,,,,
Z2-3.0721.0959,M,,,2,,,1,,,,,,,,,,,,,,,,,
Z2-1.0721.0939,S,19,,,,,,,,,,,,,,,,,,,,,,
Z2-1.0721.0939,M,2,,1,,,,,,,,,,,,,,,,,,,,
Z2-3.0721.0944,S,7,,,,,,,,,,,,,,,,,,,,,,
Z2-3.0721.0944,M,,,1,,,,,,,,,,,,,,,,,,,,
S1-3.0723.0812,S,2,,,,,,,,,,,,,,,,,,,,,,
S3-3.0723.0812,E,,,,,,,,,,,,,,,,,,,,,,,
S3-3.0723.0857,S,5,,,,,,,,,,,,,,,,,,,,,,
S3-3.0723.0857,M,,1,,,,,,,,,,,,,,,,,,,,,
S1-2.0723.1002,S,22,1,,,,,,,,,,,,,,,,,,,,,
S1-2.0723.1002,M,,2,,,,,,,,,,,,,,,,,,,,,
S1-2.0723.1002,L,,,1,,,,,,,,,,,,,,,,,,,,
S2-2.0723.1002,S,14,1,1,,,,,,,,,,,,,,,,,,,,
S2-2.0723.1002,M,,,,,,1,,,,,,,,,,,,,,,,,
S2-2.0723.1002,L,,,1,,,,,,,,,,,,,,,,,,,,
S3-1.0723.0852,S,4,,,1,,,,,,,,,,,,,,,,,,,
S3-1.0723.0852,M,,1,,,,,,,,,,,,,,,,,,,,,
S3-2.0723.0847,S,6,,,2,,1,,,,,,,,,,,,,,,,,
S3-2.0723.0847,M,,1,,,,,,,,,,,,,,,,,,,,,
S3-2.0723.0847,L,,1,,,,,,,,,,,,,,,,,,,,,
S1-1.0723.0937,S,39,4,3,,,4,1,,,,,,,,,,,,,,,,
S1-1.0723.0937,M,,,1,,,,,,,,,,,,,,,,,,,,
S1-1.0723.0824,S,3,4,,,,,,,,,,,,,,,,,,,,,
S3-3.0723.0942,S,3,,,1,,,,,,,,,,,,,,,,,,,
S3-3.0723.0942,M,,1,5,,,,,,,,,,,,,,,,,,,,
S3-3.0723.0942,L,,,1,,,,,,,,,,,,,,,,,,,,
S2-3.0723.0842,S,2,,,1,,,,,,,,,,,,,,,,,,,
S3-3.0723.0927,S,7,,,1,1,,,,,,,,,,,,,,,,,,
S3-3.0723.1007,S,38,1,1,,,,,,,,,,,,,,,,,,,,
S3-3.0723.1007,M,1,,4,,,,,,,,,,,,,,,,,,,,
S1-3.0723.0842,S,5,,,2,,1,,,,,,,,,,,,,,,,,
S1-3.0723.0827,S,1,,1,1,,,,,,,,,,,,,,,,,,,
S1-1.0723.0952,S,40,3,2,,,1,,,,,,,,,,,,,,,,,
S1-2.0723.0947,S,7,3,,,,,,,,,,,,,,,,,,,,,
S1-2.0723.0947,M,1,,2,,,,,,,,,,,,,,,,,,,,
S1-2.0723.0947,L,,,,,,,1,,,,,,,,,,,,,,,,
S1-2.0723.0947,G,,1,,,,,,,,,,,,,,,,,,,,,
S1-3.0723.0927,S,14,,4,1,1,,,,,,,,,,,,,,,,,,
S1-3.0723.0927,M,1,,,,,1,,,,,,,,,,,,,,,,,
S1-2.0723.0817,S,,1,,,,,,,,,,,,,,,,,,,,,
S1-2.0723.0837,S,2,,,1,,,,,,,,,,,,,,,,,,,
S1-2.0723.0837,M,2,,,,,,,,,,,,,,,,,,,,,,
S2-1.0723.0937,S,11,1,,,,,,1,,,,,,,,,,,,,,,
S2-1.0723.0937,M,,,1,,,,,,,,,,,,,,,,,,,,
S1-1.0723.0852,S,72,8,,,,1,,,,,,,,,,,,,,,,,
S1-1.0723.0852,M,,1,1,,,1,,,,,,,,,,,,,,,,,
S1-1.0723.0852,L,,,,,,,1,,,,,,,,,,,,,,,,
S2-2.0723.0832,S,,,,1,,,,,,,,,,,,,,,,,,,
S1-1.0723.0907,M,,,3,,,,,,,,,,,,,,,,,,,,
S1-1.0723.0907,S,20,10,1,1,,3,,,,,,,,,,,,,,,,,
Z3-1.0721.0939,S,11,,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.0939,M,,,1,,,,,,,,,,,,,,,,,,,,
S3-1.0723.0922,S,7,,,4,,,,,,,,,,,,,,,,,,,
S3-1.0723.0922,M,,,,1,,,,,,,,,,,,,,,,,,,
S3-2.0723.0832,S,5,2,,1,,,,,,,,,,,,,,,,,,,
S3-1.0723.0822,M,,2,,,,,,,,,,,,,,,,,,,,,
Z3-3.0721.0859,S,5,1,,,,,,,,,,,,,,,,,,,,,
S3-1.0723.0937,S,17,,,1,,,,,,,,,,,,,,,,,,,
S3-1.0723.0937,M,1,2,,1,,,,,,,,,,,,,,,,,,,
S1-1.0723.0922,S,45,6,2,1,,,,,,,,,,,,,,,,,,,
S1-1.0723.0922,M,2,,3,,,1,,,,,,,,,,,,,,,,,
S1-2.0723.0847,S,21,4,,,,,,,,,,,,,,,,,,,,,
S3-3.0723.0827,S,6,,,,1,,,,,,,,,,,,,,,,,,
S1-3.0723.0912,S,21,1,,,,1,,,,,,,,,,,,,,,,,
S1-3.0723.0912,M,,,1,,,,,,,,,,,,,,,,,,,,
S1-3.0723.0942,S,17,,,,,1,,,,,,,,,,,,,,,,,
S1-3.0723.0942,M,1,1,2,,,,,,,,,,,,,,,,,,,,
S3-2.0723.0902,S,3,,,,1,,,,,,,,,,,,,,,,,,
S3-2.0723.0902,M,,1,,,2,,,,,,,,,,,,,,,,,,
S1-2.0723.0832,S,2,1,,1,,,,,,,,,,,,,,,,,,,
S1-1.0723.0837,S,18,,1,,,1,,,,,,,,,,,,,,,,,
S1-1.0723.0837,M,1,2,,,,1,,,,,,,,,,,,,,,,,
S1-1.0723.0837,G,,1,,,,,,,,,,,,,,,,,,,,,
S1-2.0723.0917,S,44,3,,2,1,1,,,,,,,,,,,,,,,,,
S1-2.0723.0917,M,3,2,,,,,,,,,,,,,,,,,,,,,
S1-2.0723.0917,G,,1,,,,,,,,,,,,,,,,,,,,,
S3-3.0723.0842,S,4,,,,,,,,,,,,,,,,,,,,,,
S3-3.0723.0842,M,1,,1,,,,,,,,,,,,,,,,,,,,
Z3-2.0721.0934,S,5,,,,,,,,,,,,,,,,,,,,,,
S3-2.0723.0817,E,,,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.1009,S,6,2,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.1009,M,1,1,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.1009,G,1,,,,,,,,,,,,,,,,,,,,,,
S2-3.0723.0942,S,4,,,,,,,,,,,,,,,,,,,,,,
S2-3.0723.0942,M,,,1,,,,,,,,,,,,,,,,,,,,
S2-1.0723.1007,S,19,,,,,,,,,,,,,,,,,,,,,,
S1-3.0723.0857,S,9,3,1,2,,,,,,,,,,,,,1,,arachnid,,,,
S1-3.0723.0857,M,1,1,,,,,,,,,,,,,,,,,,,,,
S3-1.0723.0952,S,7,,1,,,,,,,,,,,,,,,,,,,,
S3-1.0723.0952,M,,,1,,,,,,,,,,,,,,,,,,,,
S2-2.0723.0917,S,8,,,,,,,,,,,,,,,,,,,,,,
S2-2.0723.0917,L,,1,1,,,,,,,,,,,,,,,,,,,,
S1-2.0723.0932,S,21,1,2,,,1,,1,,,,,,,,,,,,,,,
S1-2.0723.0932,M,2,1,2,,,,,,,,,,,,,,,,,,,,
S1-2.0723.0932,G,,1,,,,,,,,,,,,,,,,,,,,,
S2-3.0723.0957,S,13,2,,1,1,1,,,,,,,,,,,,,,,,,
S3-1.0723.1007,S,7,,,2,,,,,,,,,,,,,1,,,,,,
S3-1.0723.1007,M,,,1,,,,,,,,,,,,,,,,,,,,
S3-2.0723.1002,S,8,,,,,2,,,,,,,,,,,,,,,,,
S3-2.0723.1002,M,,,4,,,,,,,,,,,,,,,,,,,,
Z2-2.0721.1004,S,16,,,,,1,,,,,,,,,,,,,,,,,
Z2-2.0721.1004,M,,,1,,,,,,,,,,,,,,,,,,,,
Z3-3.0721.0944,S,9,,,1,,,,,,,,,,,,,,,,,,,
Z3-3.0721.0944,M,2,,1,,,,,,,,,,,,,,,,,,,,
Z1-1.0721.0924,S,9,,,,20,,,,,,,,,,,,,,,,,,
Z2-3.0721.0914,S,5,,,,,,,,,,,,,,,,,,,,,,
Z2-3.0721.0914,M,,,2,,,,,,,,,,,,,,,,,,,,
Z3-1.0728.0917,S,7,2,2,1,,,,,,,,,,,,,,,,,,,
Z3-1.0728.0917,M,1,4,1,,,,,,,,,,,,,,,,,,,,
Z1-3.0728.0807,E,,,,,,,,,,,,,,,,,,,,,,,
Z1-1.0721.0909,S,4,1,,,10,,1,,,,,,,,,,,,,,,,
Z3-2.0721.0904,S,1,,,,,,,,,,,,,,,,,,,,,,
Z3-2.0721.0904,M,1,,,,,,,,,,,,,,,,,,,,,,
